Type,move_speed,move_time,move_angle,move_acceleration
OTHER_ACTION,6,16.33,30.33,10
OTHER_ACTION,8,30,43,10
OTHER_ACTION,11,35.33,49.33,10
OTHER_ACTION,1.5,5,9,4
OTHER_ACTION,1.5,7,11,4
OTHER_ACTION,1.5,6.67,13.67,7
OTHER_ACTION,1.5,7.67,11.67,4
OTHER_ACTION,2,5.33,10.33,5
OTHER_ACTION,1,4,11,6
OTHER_ACTION,1.5,7.33,18.33,9
OTHER_ACTION,2,12,20,7
OTHER_ACTION,2.5,10.67,18.67,7
OTHER_ACTION,3,13.67,22.67,7
OTHER_ACTION,5,21.67,36.67,10
OTHER_ACTION,1.5,7,12,4
OTHER_ACTION,2,16.33,20.33,3
RUN,3.5,23,36,10
RUN,5,26.67,36.67,8
RUN,5,24,35,10
RUN,6,23.33,35.33,10
FALL,0,2.33,4.33,2
FALL,0,2,2,0
FALL,0,3.67,5.67,2
FALL,0,3.33,6.33,3
FALL,0,3.33,6.33,3
OTHER_ACTION,2,10.67,19.67,6
OTHER_ACTION,3,13,21,6
OTHER_ACTION,4,12.33,23.33,9
OTHER_ACTION,3.5,8.33,14.33,6
OTHER_ACTION,2,8,14,6
OTHER_ACTION,1.5,10.67,19.67,8
OTHER_ACTION,1.5,11,19,7
OTHER_ACTION,1,11,22,8
OTHER_ACTION,1,10,18,7
OTHER_ACTION,2,12.33,18.33,6
OTHER_ACTION,3,15.67,23.67,6
FALL,0,3.33,5.33,2
FALL,0,1.67,4.67,3
FALL,0.5,2.67,5.67,3
FALL,0,3.67,6.67,3
FALL,0,1.67,3.67,1
FALL,0,5,7,2
OTHER_ACTION,1.5,16,24,7
OTHER_ACTION,1.5,10.33,22.33,10
OTHER_ACTION,1.5,15.33,26.33,10
OTHER_ACTION,1.5,18,29,9
OTHER_ACTION,3,20,33,10
FALL,0,6,11,5
FALL,0,5.33,8.33,3
FALL,0,8.33,13.33,5
FALL,0,6,9,3
FALL,0,2.67,3.67,1
FALL,0,0.67,0.67,0
OTHER_ACTION,0.5,14.33,20.33,6
OTHER_ACTION,0.5,17,24,7
OTHER_ACTION,0.5,12.33,20.33,8
OTHER_ACTION,2,16.67,24.67,8
OTHER_ACTION,4.5,16,24,8
OTHER_ACTION,3,18.33,25.33,5
OTHER_ACTION,0.5,7.33,12.33,3
OTHER_ACTION,0,8,10,2
OTHER_ACTION,2,11.33,20.33,6
OTHER_ACTION,0.5,5.33,9.33,3
OTHER_ACTION,1.5,8.67,9.67,1
OTHER_ACTION,2,13.33,23.33,8
OTHER_ACTION,2,17.33,27.33,8
OTHER_ACTION,2,26.33,35.33,8
OTHER_ACTION,3,18.33,30.33,9
OTHER_ACTION,4,22.67,35.67,10
FALL,0,5.67,6.67,1
FALL,0,1.33,2.33,0
FALL,0,4.33,6.33,2
FALL,0,3,5,2
FALL,0,2.67,4.67,2
WALK,2.5,10,16,5
WALK,1,7,12,4
FALL,0,8.33,11.33,2
FALL,0,5,9,4
FALL,0,6,9,3
FALL,0,6,9,3
FALL,0,5.33,10.33,4
FALL,0,4.67,7.67,3
FALL,0,1,2,1
FALL,0,3,7,2
RUN,3.5,10.67,18.67,5
RUN,4.5,17,30,8
RUN,8,17.67,25.67,6
RUN,10,23.33,35.33,10
RUN,12,23.67,32.67,8
OTHER_ACTION,1,10,15,5
OTHER_ACTION,1.5,10.33,18.33,8
OTHER_ACTION,5,18,27,9
FALL,0,9.33,12.33,2
FALL,0,6.33,8.33,2
FALL,0,3.33,3.33,0
RUN,5,30.33,42.33,10
RUN,13,41,56,10
OTHER_ACTION,1.5,9.67,16.67,6
OTHER_ACTION,1,11,18,6
OTHER_ACTION,0.5,12,20,8
OTHER_ACTION,2,9,16,7
OTHER_ACTION,1.5,9.33,16.33,6
OTHER_ACTION,1,11.33,19.33,8
FALL,0,6,8,2
FALL,0,2,3,1
RUN,3.5,28,41,10
RUN,4.5,25.33,39.33,10
RUN,6.5,30.67,44.67,10
RUN,7,38.33,52.33,10
RUN,3.5,21,31,10
OTHER_ACTION,1,10,17,7
OTHER_ACTION,1,8.33,14.33,6
OTHER_ACTION,1,12.33,19.33,7
OTHER_ACTION,1,12.67,18.67,6
OTHER_ACTION,2,18,26,8
FALL,0,5,6,1
FALL,0,3,3,0
FALL,0,2.33,2.33,0
FALL,0,4.67,7.67,3
FALL,0,0.67,0.67,0
OTHER_ACTION,0,6.67,13.67,6
OTHER_ACTION,1,4.67,8.67,4
OTHER_ACTION,0.5,4,10,5
OTHER_ACTION,1.5,11.67,18.67,6
OTHER_ACTION,1,8.67,13.67,4
OTHER_ACTION,1,4.33,7.33,3
OTHER_ACTION,1,5.33,7.33,2
OTHER_ACTION,1,3.33,5.33,2
OTHER_ACTION,1,4.33,5.33,1
OTHER_ACTION,1,7,12,4
OTHER_ACTION,1,9,11,2
OTHER_ACTION,1,6,10,3
OTHER_ACTION,2.5,9,14,4
OTHER_ACTION,3.5,11.67,19.67,6
OTHER_ACTION,4.5,8.33,16.33,7
OTHER_ACTION,5.5,6.67,13.67,6
OTHER_ACTION,6,14.67,24.67,8
OTHER_ACTION,7,17.67,29.67,10
WALK,0.5,6,10,3
OTHER_ACTION,2,7.67,11.67,3
OTHER_ACTION,1.5,5.67,10.67,4
OTHER_ACTION,0.5,4.33,9.33,5
OTHER_ACTION,1,10.67,18.67,7
OTHER_ACTION,2,13.33,20.33,7
OTHER_ACTION,1.5,16.33,24.33,8
OTHER_ACTION,2.5,15.33,24.33,9
OTHER_ACTION,2,5.67,12.67,7
OTHER_ACTION,2.5,10.33,17.33,7
OTHER_ACTION,2.5,6.33,12.33,6
OTHER_ACTION,2,13,22,9
OTHER_ACTION,2,11.33,19.33,8
FALL,0,3,5,2
FALL,0,2.33,4.33,2
FALL,0,4.33,7.33,3
FALL,0,6.33,9.33,3
FALL,0,3.33,6.33,3
RUN,2,21,32,9
RUN,4.5,13.67,23.67,10
RUN,5,18.33,28.33,10
OTHER_ACTION,1,15,24,9
OTHER_ACTION,2,13,22,9
OTHER_ACTION,2.5,21.67,32.67,10
OTHER_ACTION,5.5,27,39,10
OTHER_ACTION,7,25.33,38.33,10
OTHER_ACTION,6,31.33,43.33,10
RUN,4,12,21,8
RUN,6,15,28,10
OTHER_ACTION,1.5,12,17,4
OTHER_ACTION,1.5,17,23,5
OTHER_ACTION,1,9,13,3
RUN,4.5,14.67,24.67,8
RUN,5,15.33,22.33,5
RUN,3,17.33,28.33,8
RUN,5.5,17.67,28.67,7
FALL,0,5,7,0
FALL,0,5,7,1
FALL,0.5,4,10,4
FALL,0,3.67,5.67,2
FALL,0,3.33,5.33,2
FALL,0,4.67,6.67,2
FALL,0,4,6,2
FALL,0,2,3,1
RUN,4,22,32,10
RUN,4,16.33,26.33,8
RUN,4,14,26,10
RUN,5,20.33,32.33,10
OTHER_ACTION,4,16,25,9
OTHER_ACTION,4.5,24.67,35.67,10
OTHER_ACTION,4,26.67,36.67,10
OTHER_ACTION,7,37,50,10
OTHER_ACTION,0.5,12,16,4
OTHER_ACTION,1,11.67,16.67,5
OTHER_ACTION,1.5,16.67,26.67,10
OTHER_ACTION,2.5,13,21,8
OTHER_ACTION,1.5,18.33,27.33,8
RUN,4,18.33,26.33,8
RUN,4,8.67,17.67,9
RUN,6,13,22,8
RUN,5.5,22.33,32.33,10
OTHER_ACTION,1.5,14,24,8
OTHER_ACTION,1.5,16.67,26.67,9
OTHER_ACTION,4,21.67,32.67,10
OTHER_ACTION,4,17.33,28.33,10
OTHER_ACTION,4,22,32,8
OTHER_ACTION,1,4.33,5.33,1
OTHER_ACTION,1,4.67,5.67,1
OTHER_ACTION,0,5.67,6.67,1
OTHER_ACTION,0,2,6,2
OTHER_ACTION,0.5,3.67,5.67,2
OTHER_ACTION,1.5,10,12,2
RUN,6,37,49,7
FALL,0,3,3,0
FALL,0,14.67,14.67,0
FALL,0,0.67,0.67,0
FALL,0,3,3,0
FALL,0,1,2,1
RUN,4.5,16.67,26.67,9
RUN,2.5,14.33,24.33,9
RUN,3,15.67,24.67,8
RUN,3.5,15,26,9
RUN,3.5,18.67,28.67,8
RUN,3.5,22.67,31.67,7
RUN,6,24.67,35.67,10
OTHER_ACTION,1.5,6.67,14.67,6
OTHER_ACTION,1.5,7.67,17.67,8
OTHER_ACTION,2,9,15,5
OTHER_ACTION,2,10.67,19.67,7
OTHER_ACTION,2,8.67,18.67,7
OTHER_ACTION,2.5,13.33,18.33,5
OTHER_ACTION,1.5,8,13,4
OTHER_ACTION,0.5,7.67,12.67,4
OTHER_ACTION,1,15.67,24.67,8
OTHER_ACTION,1.5,17.33,29.33,10
OTHER_ACTION,1.5,18.67,27.67,7
OTHER_ACTION,1.5,20,32,10
OTHER_ACTION,3,21,32,9
OTHER_ACTION,3.5,19.67,32.67,10
OTHER_ACTION,1,9,12,2
OTHER_ACTION,1,18,27,7
OTHER_ACTION,1,16,24,6
OTHER_ACTION,1,15.67,25.67,8
OTHER_ACTION,3.5,12,20,7
OTHER_ACTION,2,18.67,29.67,10
OTHER_ACTION,1.5,20.67,28.67,8
OTHER_ACTION,2.5,12.67,20.67,8
OTHER_ACTION,3,17.67,26.67,9
OTHER_ACTION,4.5,17.33,28.33,10
OTHER_ACTION,2,12.33,21.33,9
OTHER_ACTION,1.5,10.67,19.67,6
OTHER_ACTION,3.5,17.67,27.67,8
RUN,5.5,14,24,9
RUN,5.5,12,22,9
RUN,5.5,14.67,23.67,8
OTHER_ACTION,2.5,11.67,20.67,7
RUN,5,19.67,33.67,9
RUN,6,17.33,29.33,10
OTHER_ACTION,1.5,9,18,8
OTHER_ACTION,0,7.33,11.33,4
OTHER_ACTION,2,6.67,12.67,6
OTHER_ACTION,2.5,10.67,17.67,7
OTHER_ACTION,2.5,10.67,16.67,6
OTHER_ACTION,2,7,12,5
OTHER_ACTION,2,8.33,14.33,6
OTHER_ACTION,4,8.67,13.67,5
OTHER_ACTION,4,10,18,8
OTHER_ACTION,6,7,15,8
OTHER_ACTION,3.5,13.67,22.67,8
OTHER_ACTION,1,14,21,7
OTHER_ACTION,1.5,8.33,17.33,9
OTHER_ACTION,1.5,11,19,8
OTHER_ACTION,2.5,10,18,8
OTHER_ACTION,3,21.33,30.33,9
OTHER_ACTION,5.5,24,36,10
WALK,0,5,8,3
RUN,9,24.67,35.67,9
RUN,8,29,40,9
OTHER_ACTION,1,8.67,16.67,6
OTHER_ACTION,3,14.33,27.33,9
OTHER_ACTION,2,24,32,5
RUN,4,34.67,47.67,10
RUN,4.5,38.33,50.33,10
RUN,9,47.67,60.67,10
RUN,9,36,50,10
RUN,9,33.67,48.67,10
RUN,4.5,17.67,25.67,7
RUN,4,16,25,8
RUN,4.5,21,29,7
OTHER_ACTION,1,10.33,15.33,3
OTHER_ACTION,1.5,13,26,10
RUN,3.5,21.33,34.33,10
OTHER_ACTION,2,11.33,18.33,5
OTHER_ACTION,2.5,10.67,15.67,5
OTHER_ACTION,2,15,24,7
OTHER_ACTION,2.5,9.67,16.67,5
OTHER_ACTION,2.5,13.67,20.67,6
RUN,5.5,35.33,45.33,6
RUN,8,31.33,46.33,10
RUN,11,27,36,5
OTHER_ACTION,2,18,29,10
RUN,4.5,17.67,29.67,10
RUN,5,16,27,10
RUN,5,20,30,9
RUN,6,21.33,32.33,9
OTHER_ACTION,1,15.33,23.33,8
OTHER_ACTION,1.5,9.67,18.67,7
OTHER_ACTION,1,22.33,30.33,7
OTHER_ACTION,3.5,21.67,30.67,8
OTHER_ACTION,4,21,33,10
OTHER_ACTION,5.5,28.67,40.67,10
OTHER_ACTION,3.5,21.33,30.33,9
OTHER_ACTION,2,21.33,32.33,9
OTHER_ACTION,3,16.33,26.33,8
OTHER_ACTION,4.5,14.33,26.33,8
OTHER_ACTION,4.5,23,37,10
OTHER_ACTION,4.5,24.33,38.33,10
RUN,4.5,23.33,35.33,9
OTHER_ACTION,2,17.67,29.67,9
OTHER_ACTION,3.5,33.33,47.33,10
OTHER_ACTION,6,33,47,10
OTHER_ACTION,1.5,13.67,20.67,7
OTHER_ACTION,2.5,2,4,2
OTHER_ACTION,3.5,0.33,1.33,1
OTHER_ACTION,2,0,0,0
OTHER_ACTION,2.5,14.67,20.67,6
OTHER_ACTION,2.5,16.33,22.33,5
OTHER_ACTION,2.5,3,4,1
OTHER_ACTION,1.5,3,3,0
OTHER_ACTION,2,0,0,0
OTHER_ACTION,0.5,1,1,0
RUN,7,41,56,10
OTHER_ACTION,1,8.67,13.67,5
OTHER_ACTION,2.5,13.67,17.67,3
OTHER_ACTION,3.5,10.33,19.33,8
OTHER_ACTION,4,10.33,16.33,6
OTHER_ACTION,1.5,5.33,8.33,2
OTHER_ACTION,1.5,12.67,17.67,4
OTHER_ACTION,1,9,17,8
OTHER_ACTION,1,10,18,8
OTHER_ACTION,1,11.33,17.33,6
OTHER_ACTION,1,6.33,10.33,3
OTHER_ACTION,1,5.67,11.67,5
OTHER_ACTION,1.5,4.33,8.33,4
OTHER_ACTION,4,6.33,8.33,2
OTHER_ACTION,1.5,8,12,4
OTHER_ACTION,3,6.67,10.67,4
OTHER_ACTION,0.5,7.67,14.67,5
OTHER_ACTION,0.5,8.33,14.33,4
OTHER_ACTION,1,9,16,6
OTHER_ACTION,1,9,17,7
OTHER_ACTION,1.5,9.67,16.67,6
OTHER_ACTION,0.5,7,16,7
OTHER_ACTION,0.5,9,16,7
OTHER_ACTION,1.5,12,20,8
OTHER_ACTION,0.5,6,13,7
OTHER_ACTION,0.5,9.67,16.67,7
OTHER_ACTION,3.5,8.33,17.33,9
OTHER_ACTION,3,13.33,22.33,9
OTHER_ACTION,1.5,13.67,22.67,8
OTHER_ACTION,3,14,24,10
OTHER_ACTION,4,15.67,24.67,9
OTHER_ACTION,1.5,14,23,8
OTHER_ACTION,3.5,18.67,30.67,10
OTHER_ACTION,0.5,10,17,6
OTHER_ACTION,2,18,29,8
OTHER_ACTION,3,30.33,45.33,10
OTHER_ACTION,4,30,43,9
OTHER_ACTION,6,35.33,50.33,10
OTHER_ACTION,4.5,30.33,45.33,10
RUN,10,28.67,39.67,9
RUN,1.5,17.67,27.67,10
EXERCISE,2.5,2,4,2
EXERCISE,2,8,11,2
WALK,0,1,3,2
EXERCISE,1.5,5,6,1
EXERCISE,0.5,3,4,1
WALK,0.5,6,10,3
WALK,0,2,2,0
EXERCISE,0.5,13,20,6
EXERCISE,1,11,16,4
EXERCISE,1.5,11,18,6
EXERCISE,3,17,26,9
WALK,0,3,4,1
EXERCISE,2,5,8,3
EXERCISE,1.5,5,9,4
EXERCISE,2.5,8,14,5
EXERCISE,1.5,8,11,2
EXERCISE,2,5,11,4
EXERCISE,1,2,3,0
EXERCISE,1.5,6,7,1
EXERCISE,3.5,6,10,4
EXERCISE,1,10,18,7
EXERCISE,0.5,9,13,4
EXERCISE,1,6,8,2
EXERCISE,0.5,12,18,5
EXERCISE,0.5,9,15,5
EXERCISE,0.5,8,15,6
EXERCISE,1.5,12,18,6
EXERCISE,2.5,11,20,7
EXERCISE,2.5,8,15,6
EXERCISE,2.5,8,17,7
EXERCISE,0.5,8,12,4
EXERCISE,0.5,7,8,1
EXERCISE,1,13,21,7
EXERCISE,1,11,16,4
WALK,1,6,8,2
EXERCISE,1,8,15,5
EXERCISE,1,14,19,5
EXERCISE,1,14,20,6
EXERCISE,1,7,10,3
EXERCISE,1,3,5,2
WALK,0,4,6,2
EXERCISE,1.5,3,3,0
EXERCISE,0.5,7,12,5
WALK,0,1,3,2
EXERCISE,1.5,6,9,3
EXERCISE,1.5,14,21,6
EXERCISE,3,17,26,7
EXERCISE,0.5,10,16,5
EXERCISE,1,6,8,2
EXERCISE,1,6,8,2
WALK,0,1,3,2
EXERCISE,0.5,5,7,2
EXERCISE,1.5,3,3,0
EXERCISE,0.5,7,12,4
RUN,4,28,41,10
EXERCISE,0.5,6,11,5
WALK,0,8,11,3
EXERCISE,1,7,11,4
WALK,0,7,9,1
EXERCISE,1.5,3,5,1
WALK,0,8,12,4
EXERCISE,4,10,16,6
EXERCISE,1,9,14,5
EXERCISE,1.5,6,13,7
EXERCISE,2.5,7,11,3
EXERCISE,1,7,9,2
EXERCISE,0.5,6,8,2
EXERCISE,1.5,6,12,4
EXERCISE,2,12,22,8
EXERCISE,0.5,13,20,7
EXERCISE,0.5,9,15,6
WALK,0,5,9,4
EXERCISE,1.5,9,13,4
EXERCISE,1.5,10,13,3
EXERCISE,0.5,12,24,10
EXERCISE,2,7,15,5
EXERCISE,1,9,12,3
EXERCISE,1,7,11,3
EXERCISE,1.5,10,16,5
EXERCISE,2,9,13,4
WALK,0,7,10,3
WALK,0,3,6,3
EXERCISE,0.5,5,9,4
WALK,0,3,5,2
EXERCISE,0.5,2,3,1
EXERCISE,1.5,6,9,3
EXERCISE,1.5,8,11,3
EXERCISE,1,7,14,6
EXERCISE,1.5,10,16,5
EXERCISE,1,5,7,2
EXERCISE,1,5,5,0
EXERCISE,1,4,5,1
EXERCISE,1,10,14,4
EXERCISE,0.5,11,18,5
EXERCISE,1,8,14,5
EXERCISE,1.5,9,16,6
WALK,0,1,2,1
EXERCISE,0,5,10,5
EXERCISE,0.5,11,15,4
EXERCISE,2.5,9,18,9
EXERCISE,4.5,12,17,5
EXERCISE,1.5,9,14,4
WALK,4,13,25,8
EXERCISE,1,12,14,2
EXERCISE,1.5,8,10,2
EXERCISE,1.5,9,19,8
WALK,0,7,16,7
EXERCISE,1,5,11,4
EXERCISE,1.5,16,28,10
EXERCISE,1,10,13,3
EXERCISE,1,3,4,1
EXERCISE,0.5,9,15,6
EXERCISE,1,5,9,3
EXERCISE,1,8,11,3
EXERCISE,1,7,15,8
EXERCISE,0.5,6,11,4
EXERCISE,1,9,16,7
RUN,5.5,25,35,9
EXERCISE,1.5,12,19,6
EXERCISE,0.5,7,12,5
EXERCISE,0.5,6,9,2
EXERCISE,1.5,4,7,3
EXERCISE,0.5,7,11,3
EXERCISE,2.5,9,15,6
EXERCISE,1,3,9,5
EXERCISE,1,6,11,4
EXERCISE,1.5,8,11,3
RUN,5.5,29,37,7
EXERCISE,1.5,9,14,3
EXERCISE,4,17,25,7
WALK,0,3,3,0
WALK,0,4,5,0
WALK,0,4,5,1
WALK,0,1,3,2
WALK,0,4,4,0
WALK,0,4,6,2
RUN,2.5,13,23,9
WALK,1.5,7,15,8
WALK,0,13,19,6
WALK,0,7,16,9
WALK,0,5,10,3
WALK,0,3,8,3
WALK,0,6,14,4
WALK,0,9,21,9
WALK,0,3,5,2
WALK,0,5,7,2
WALK,0,3,7,4
WALK,0,3,3,0
WALK,0,1,3,2
WALK,0,2,2,0
WALK,0.5,0,1,1
WALK,0.5,5,6,1
WALK,0.5,1,4,3
WALK,0,1,3,2
WALK,0,7,10,3
WALK,0,9,12,3
RUN,1.5,9,21,10
RUN,8,27,36,7
WALK,0.5,1,1,0
WALK,0.5,2,2,0
RUN,1.5,19,26,7
WALK,0,6,6,0
WALK,0,7,11,3
WALK,0,9,12,3
RUN,4,30,42,10
WALK,0,10,14,3
WALK,0,6,9,3
WALK,0,5,7,2
WALK,0,11,15,4
WALK,0,10,15,4
WALK,1,9,11,2
WALK,1,9,14,5
WALK,0,11,17,6
WALK,1,8,15,4
WALK,1,12,19,5
WALK,0,9,13,3
RUN,6,28,38,9
RUN,4,11,21,10
OTHER_ACTION,2.5,10.67,20.67,8
RUN,2.5,23,37,10
RUN,6,21,34,10
RUN,5,19,30,9
RUN,4.5,22,34,9
WALK,0,6,9,3
WALK,0,6,8,2
WALK,0,5,8,3
WALK,0,1,3,2
WALK,0,1,1,0
WALK,0,3,5,1
WALK,0,3,3,0
WALK,0,3,3,0
WALK,0,4,5,1
WALK,0,4,6,2
RUN,5,18,29,10
RUN,6,18,26,7
RUN,6,25,38,8
RUN,6,25,39,10
RUN,4,18,30,9
RUN,4,32,46,10
RUN,3.5,35,47,10
RUN,2.5,28,38,10
RUN,5,32,45,10
RUN,7,45,57,8
RUN,5,33,46,9
RUN,3,9,17,7
RUN,1,13,22,8
RUN,5,40,51,9
RUN,3.5,14,22,7
RUN,3.5,20,31,10
RUN,3.5,15,22,7
OTHER_ACTION,2,7,15,8
OTHER_ACTION,1,14,21,7
OTHER_ACTION,1,10,17,7
RUN,9,16,27,10
RUN,6,15,23,8
RUN,5,23,35,10
EXERCISE,2,9,16,7
RUN,9,28,42,10
RUN,6,28,40,10
RUN,6,18,24,6
RUN,6,14,21,7
RUN,3.5,14,20,6
RUN,5,21,31,10
RUN,4.5,24,35,9
RUN,4,16,27,10
EXERCISE,4.5,12,18,4
EXERCISE,3,15,18,2
EXERCISE,1.5,5,8,2
RUN,5.5,29,41,10
RUN,6,19,29,8
RUN,6,20,30,9
RUN,5,23,33,8
RUN,3,11,17,6
RUN,10,31,43,10
RUN,9,33,44,9
RUN,8,22,35,10
EXERCISE,4.5,8,15,7
EXERCISE,4.5,13,20,6
EXERCISE,3.5,9,16,6
RUN,4,16,27,10
RUN,3,17,27,9
RUN,1.5,16,26,8
RUN,2.5,22,30,7
EXERCISE,3,15,19,4
EXERCISE,2.5,7,13,4
EXERCISE,1.5,13,19,6
RUN,10,30,44,10
RUN,6,30,43,10
RUN,5,27,38,10
OTHER_ACTION,2.5,21,33,10
EXERCISE,0.5,7,14,4
EXERCISE,2.5,9,17,6
EXERCISE,1.5,14,21,5
RUN,5,38,50,10
RUN,8,37,49,10
RUN,5,27,39,10
RUN,5,31,45,10
OTHER_ACTION,1,4,4,0
OTHER_ACTION,1,9,12,3
OTHER_ACTION,2,7,10,2
OTHER_ACTION,1,6,7,1
EXERCISE,3.5,9,14,5
EXERCISE,3.5,11,17,5
OTHER_ACTION,3.5,11,19,7
EXERCISE,3.5,9,15,5
EXERCISE,0.5,15,24,7
OTHER_ACTION,1.5,13,23,7
RUN,9,47,62,10
RUN,6,32,43,9
RUN,5,36,48,10
RUN,9,45,60,10
RUN,7,36,51,10
RUN,7,37,51,10
RUN,4.5,13,26,8
RUN,4,16,27,7
OTHER_ACTION,2,9,13,4
OTHER_ACTION,0.5,7,14,6
EXERCISE,2,6,10,3
EXERCISE,2,4,7,2
RUN,5,35,46,9
OTHER_ACTION,1.5,19.67,28.67,9
RUN,6,29,39,9
RUN,4.5,25,35,10
RUN,3.5,15,24,8
OTHER_ACTION,1.5,14,23,9
RUN,5,15,21,5
RUN,5,16,24,8
EXERCISE,4.5,12,19,6
EXERCISE,5,8,16,7
EXERCISE,3,14,19,5
OTHER_ACTION,2.5,15,23,6
OTHER_ACTION,2.5,11,17,5
OTHER_ACTION,2.5,8,12,3
FALL,0.5,3,3,0
RUN,4.5,17,26,8
RUN,5,15,26,10
RUN,4,12,23,10
EXERCISE,5,10,16,6
EXERCISE,1.5,17,24,7
EXERCISE,4.5,9,14,5
EXERCISE,3.5,5,10,5
OTHER_ACTION,3.5,15,23,8
OTHER_ACTION,3,10,18,7
OTHER_ACTION,2,14,24,10
EXERCISE,1,14,19,4
EXERCISE,1,11,17,5
FALL,0,3.67,7.67,3
EXERCISE,0.5,14,22,7
EXERCISE,0.5,3,3,0
EXERCISE,0.5,3,4,0
EXERCISE,1,3,4,1
EXERCISE,1.5,4,5,1
RUN,3,23,35,10
RUN,2.5,29,39,9
RUN,5,22,34,9
RUN,4.5,23,36,10
OTHER_ACTION,4.5,32,45,9
OTHER_ACTION,3.5,20,31,8
OTHER_ACTION,1.5,27,38,6
OTHER_ACTION,2.5,14,25,8
OTHER_ACTION,2,12,24,9
OTHER_ACTION,0.5,9,20,9
OTHER_ACTION,7.5,17,26,8
OTHER_ACTION,5.5,12,17,5
OTHER_ACTION,3,11,17,6
OTHER_ACTION,4.5,32,45,10
OTHER_ACTION,1.5,15,25,8
OTHER_ACTION,2,14,25,9
OTHER_ACTION,2,18,26,7
FALL,0,5.33,9.33,4
OTHER_ACTION,1.5,6,14,7
FALL,0,4,6,2
FALL,0.5,2,3,0
FALL,0,3,4,0
OTHER_ACTION,2.5,6,15,9
OTHER_ACTION,1,7,17,10
EXERCISE,1.5,9,13,4
EXERCISE,2,6,8,2
EXERCISE,2,6,9,2
EXERCISE,2,10,14,3
EXERCISE,1.5,11,17,5
OTHER_ACTION,4,15,22,7
OTHER_ACTION,3,20,29,9
EXERCISE,2,15,25,8
EXERCISE,2,9,19,8
EXERCISE,1,7,12,4
RUN,3.5,22,33,10
RUN,10,30,43,10
RUN,7,26,40,10
OTHER_ACTION,3,16,26,9
OTHER_ACTION,2.5,13,23,9
OTHER_ACTION,3,16,25,9
EXERCISE,2,7,12,4
RUN,5,19,29,9
RUN,8,16,27,9
RUN,7,16,24,7
RUN,7,22,29,6
OTHER_ACTION,2.5,10,18,8
OTHER_ACTION,0,8,16,8
OTHER_ACTION,1,12,20,8
OTHER_ACTION,3.5,12,20,8
OTHER_ACTION,3,12,22,8
OTHER_ACTION,3.5,17,28,10
OTHER_ACTION,2,16,25,8
FALL,0,6,6,0
OTHER_ACTION,1.5,18,27,8
OTHER_ACTION,1,16,23,7
EXERCISE,0.5,5,6,1
EXERCISE,0.5,8,11,3
EXERCISE,0.5,6,10,3
EXERCISE,0.5,6,11,5
RUN,3,40,50,10
RUN,2.5,27,39,10
RUN,2.5,20,30,10
EXERCISE,5,14,25,10
EXERCISE,3.5,9,16,7
EXERCISE,3,9,14,5
EXERCISE,2.5,13,20,6
EXERCISE,4,6,11,5
RUN,4.5,17,27,8
RUN,5,12,20,5
EXERCISE,0.5,10,14,4
EXERCISE,1,3,7,4
EXERCISE,0.5,7,15,7
OTHER_ACTION,2,11,18,5
OTHER_ACTION,2,9,12,2
OTHER_ACTION,1.5,9,17,6
OTHER_ACTION,2,7,15,7
OTHER_ACTION,4.5,20,32,10
OTHER_ACTION,6,27,38,10
OTHER_ACTION,3.5,14,26,10
OTHER_ACTION,3,16,25,8
OTHER_ACTION,2.5,12,23,10
RUN,4.5,19,30,9
OTHER_ACTION,5,24,31,7
OTHER_ACTION,3.5,21,31,10
OTHER_ACTION,2.5,13,19,6
OTHER_ACTION,2,14,23,9
EXERCISE,0.5,5,8,3
EXERCISE,1.5,4,5,0
EXERCISE,0.5,1,5,3
EXERCISE,1,4,7,3
RUN,11,25,36,7
RUN,7,19,29,8
FALL,0,6,9,3
OTHER_ACTION,0.5,15,19,2
OTHER_ACTION,0.5,10,14,3
EXERCISE,0.5,1,1,0
EXERCISE,0.5,4,5,1
OTHER_ACTION,2.5,15,24,9
OTHER_ACTION,3.5,10,19,9
OTHER_ACTION,3.5,12,21,9
OTHER_ACTION,3,14,22,8
FALL,0,7,8,1
FALL,0,5,7,2
EXERCISE,1,3,6,3
EXERCISE,1.5,5,8,3
EXERCISE,1.5,8,9,1
EXERCISE,1,10,13,3
EXERCISE,1.5,15,25,8
EXERCISE,1.5,16,22,5
EXERCISE,0.5,12,19,7
EXERCISE,1,13,20,5
EXERCISE,1,10,18,7
RUN,9,19,32,10
RUN,6,23,36,10
RUN,7,20,27,6
RUN,6,13,21,7
RUN,6,17,26,7
OTHER_ACTION,1,10,17,7
OTHER_ACTION,0.5,9,14,5
EXERCISE,3.5,7,8,1
EXERCISE,0.5,6,9,3
OTHER_ACTION,6,14,26,7
OTHER_ACTION,6,14,25,10
OTHER_ACTION,3,7,17,9
FALL,0,0,0,0
FALL,0,11,12,1
FALL,0,1,1,0
FALL,0.5,5,11,4
FALL,0,7,13,5
FALL,0,4,9,3
FALL,0,7,13,4
RUN,4.5,20,31,9
RUN,3,16,23,6
OTHER_ACTION,2,10,19,7
OTHER_ACTION,1.5,10,16,5
OTHER_ACTION,2.5,5,12,6
EXERCISE,1,5,7,2
EXERCISE,1,5,6,1
EXERCISE,1.5,4,9,5
RUN,4,30,43,10
RUN,4.5,27,36,8
OTHER_ACTION,1,3,3,0
